step,reward,loss,rev_kl,grad_norm,off_pol,tps
424,0.3859,-1.0856,0.1842,10.982,0.0015,396
425,0.3984,-0.8582,0.1266,8.172,0.0108,405
426,0.4655,-0.7487,0.1103,6.277,0.0039,386
427,0.4577,-1.4421,0.1948,7.84,0.0008,322
428,0.472,-1.5435,0.2141,8.707,0.0021,276
429,0.4898,-2.2491,0.3139,13.086,0.0014,258
430,0.4837,-2.0167,0.2787,9.68,0.0004,233
431,0.4677,-2.0671,0.2816,10.859,0.0009,273
432,0.4844,-1.7506,0.2414,10.555,0.0034,252
433,0.4799,-1.1662,0.1711,6.824,0.0006,300
434,0.4856,-1.8541,0.251,9.652,0.0009,224
435,0.4873,-1.2931,0.1653,7.953,0.0013,286
436,0.4486,-1.1401,0.1685,10.727,0.0011,292
437,0.5119,-1.5003,0.2091,13.422,0.0059,290
438,0.492,-1.0823,0.1614,6.869,0.006,215
439,0.4754,-1.4023,0.194,8.215,0.0017,250
440,0.5037,-1.8204,0.2579,10.258,0.0012,220
441,0.4769,-1.8674,0.2759,16.273,0.0029,236
442,0.452,-1.5029,0.2033,8.68,0.0027,225
443,0.4897,-1.8657,0.2485,9.039,0.0006,277
444,0.4549,-1.3008,0.1686,8.453,0.0012,333
445,0.4156,-0.9217,0.1254,8.797,0.0017,354
446,0.4276,-0.8847,0.1086,8.445,0.012,309
447,0.4718,-1.0986,0.1458,8.406,0.0017,260
448,0.4897,-1.5997,0.2133,10.273,0.0055,252
449,0.4528,-1.29,0.1869,11.992,0.0027,259
450,0.4266,-1.1098,0.1502,10.141,0.0097,350
451,0.4838,-1.8186,0.2461,11.062,0.0021,349
452,0.5247,-1.2377,0.1835,8.137,0.0093,256
453,0.4274,-1.2139,0.1705,9.562,0.0015,241
454,0.3892,-1.1889,0.1745,9.422,0.0036,299
455,0.4516,-1.159,0.1746,7.756,0.004,258
456,0.4716,-2.1833,0.3041,12.438,0.0014,236
457,0.5114,-1.6297,0.2219,11.586,0.0019,175
458,0.4053,-0.9985,0.1269,9.559,0.0074,360
459,0.4125,-0.7814,0.0939,6.008,0.0043,317
460,0.4959,-1.6492,0.2163,9.43,0.0008,305
461,0.4739,-2.0169,0.2618,11.316,0.0049,253
462,0.4063,-1.4879,0.2152,13.797,0.0019,354
463,0.3677,-1.2497,0.1738,10.324,0.0132,408
464,0.4328,-1.018,0.1335,9.051,0.0093,306
465,0.3933,-0.6901,0.0801,7.682,0.0054,352
466,0.4095,-0.5492,0.0767,5.703,0.0173,295
467,0.4687,-2.0689,0.257,11.734,0.0099,253
468,0.4438,-2.1482,0.284,14.328,0.0018,273
469,0.4812,-1.6212,0.2091,9.605,0.0105,195
470,0.4874,-1.9285,0.2565,10.656,0.0032,220
471,0.4652,-1.7588,0.2341,11.738,0.0029,217
472,0.4878,-1.6392,0.2202,11.262,0.0035,194
473,0.4773,-1.273,0.1602,8.633,0.0059,292
474,0.4835,-2.2058,0.2776,11.609,0.0025,255
475,0.3862,-1.3231,0.1789,9.941,0.0007,428
476,0.4107,-1.345,0.172,11.074,0.006,331
477,0.3728,-1.092,0.1437,7.436,0.0077,422
478,0.4731,-1.6214,0.2071,10.836,0.005,367
479,0.5068,-1.2696,0.1723,9.309,0.0155,213
480,0.4588,-1.941,0.2813,15.602,0.0136,310
481,0.447,-1.6904,0.2147,12.531,0.0063,251
482,0.4473,-1.4566,0.1712,10.898,0.004,232
483,0.5179,-1.5677,0.2054,9.809,0.0005,454
484,0.4474,-1.8319,0.2314,10.809,0.0193,195
