step,reward,loss,rev_kl,grad_norm,off_pol,tps
460,0.4748,-4.6054,0.4695,16.922,0.0023,255
461,0.4979,-3.2754,0.3528,13.633,0.0127,353
462,0.4472,-3.0667,0.3142,11.383,0.0112,323
463,0.5191,-3.5041,0.3755,11.844,0.0096,359
464,0.4541,-3.2378,0.3207,15.328,0.0056,268
465,0.4828,-4.7221,0.4901,17.242,0.0034,349
466,0.4759,-4.3273,0.436,15.141,0.0085,257
467,0.4927,-4.3095,0.449,17.359,0.0027,237
468,0.5129,-4.0539,0.4421,15.414,0.007,296
469,0.4732,-4.7691,0.4705,15.844,0.0031,290
470,0.4599,-4.3052,0.4426,15.023,0.0086,306
471,0.483,-5.021,0.5138,16.867,0.0072,319
472,0.4394,-3.5267,0.3813,14.023,0.0028,342
473,0.4493,-4.5951,0.4583,16.555,0.0233,296
474,0.4837,-3.5775,0.3433,16.891,0.0067,385
475,0.49,-4.4616,0.4664,14.0,0.0045,324
476,0.4962,-4.034,0.4479,17.352,0.0082,333
477,0.4895,-4.1476,0.4409,17.523,0.0193,310
478,0.4916,-4.3555,0.4393,17.359,0.0117,307
479,0.4945,-5.1058,0.5161,17.0,0.0105,359
480,0.4831,-4.2245,0.4297,14.914,0.0209,241
481,0.487,-5.4494,0.5752,21.656,0.0076,265
482,0.5121,-3.4971,0.3639,14.0,0.0022,291
483,0.5094,-4.2943,0.4405,14.906,0.0024,292
484,0.4963,-3.7515,0.3769,14.445,0.0014,291
485,0.4719,-3.4335,0.3589,14.281,0.0301,357
